seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
60:1,60:1:2,65,4,7,69,60
60:1,60:1:2,67,4,7,67,60
60:1,60:1:2,68,2,8,68,60
60:1,60:1:2,68,4,7,70,60
60:1,60:1:2,68,6,8,68,60
60:1,60:1:2,68,0,7,74,60
60:1,60:1:2,72,5,7,75,60
60:1,60:1:2,73,3,8,76,60
60:1,60:1:2,72,1,7,73,60
60:1,60:1:3,66,4,7,69,60
60:1,60:1:3,66,5,7,69,60
60:1,60:1:3,68,6,8,66,60
60:1,60:1:3,69,6,7,70,60
60:1,60:1:3,67,1,8,69,60
60:1,60:1:3,68,2,8,71,60
60:1,60:1:3,72,6,7,71,60
60:1,60:1:3,71,6,7,72,60
60:1,60:1:3,72,6,7,72,60
60:1,60:1:3,73,4,7,72,60
60:1,60:1:4,67,1,7,65,60
60:1,60:1:4,67,0,7,66,60
60:1,60:1:4,66,4,7,70,60
60:1,60:1:4,69,0,7,73,60
60:1,60:1:4,71,4,7,74,60
60:1,60:1:4,71,3,7,70,60
60:1,60:1:4,73,0,7,74,60
60:1,60:1:4,74,1,8,76,60
60:1,60:1:4,73,4,7,77,60
60:1,60:1:4,73,5,7,79,60
60:1,60:1:5,67,0,8,68,60
60:1,60:1:5,67,5,8,67,60
60:1,60:1:5,68,6,8,68,60
60:1,60:1:5,71,6,7,69,60
60:1,60:1:5,70,0,7,75,60
60:1,60:1:5,71,3,8,76,60
60:1,60:1:5,72,4,7,75,60
60:1,60:1:5,72,2,7,74,60
60:1,60:1:5,73,5,7,78,60
60:1,60:1:5,75,0,7,78,60
60:1,60:1:6,66,6,8,67,60
60:1,60:1:6,68,3,7,71,60
60:1,60:1:6,69,3,7,72,60
60:1,60:1:6,72,6,8,69,60
60:1,60:1:6,71,1,7,74,60
60:1,60:1:6,71,5,7,75,60
60:1,60:1:6,75,6,7,75,60
60:1,60:1:6,76,0,7,77,60
60:1,60:1:6,74,3,8,80,60
60:1,60:1:6,76,6,8,76,60
60:1,60:1:7,69,3,7,67,60
60:1,60:1:7,70,4,8,68,60
60:1,60:1:7,72,1,7,72,60
60:1,60:1:7,71,1,7,74,60
60:1,60:1:7,73,5,7,73,60
60:1,60:1:7,72,3,8,74,60
60:1,60:1:7,74,1,7,78,60
60:1,60:1:7,77,5,8,74,60
60:1,60:1:7,76,4,7,77,60
60:1,60:1:7,76,4,7,80,60
60:1,60:1:8,70,6,8,74,60
60:1,60:1:8,70,2,8,75,60
60:1,60:1:8,71,1,8,73,60
60:1,60:1:8,74,6,7,72,60
60:1,60:1:8,74,2,7,75,60
60:1,60:1:8,75,4,7,79,60
60:1,60:1:8,75,1,7,75,60
60:1,60:1:8,75,3,7,75,60
60:1,60:1:8,77,1,7,79,60
60:1,60:1:8,77,5,7,82,60
60:1,60:1:9,70,4,7,75,60
60:1,60:1:9,71,1,8,70,60
60:1,60:1:9,74,3,7,72,60
60:1,60:1:9,73,5,8,72,60
60:1,60:1:9,74,3,7,76,60
60:1,60:1:9,74,0,7,78,60
60:1,60:1:9,76,2,8,75,60
60:1,60:1:9,77,1,7,81,60
60:1,60:1:9,79,2,7,82,60
60:1,60:1:9,80,5,8,82,60
60:1,60:1:10,73,2,7,76,60
60:1,60:1:10,73,4,8,73,60
60:1,60:1:10,74,6,7,77,60
60:1,60:1:10,73,1,7,79,60
60:1,60:1:10,76,4,7,75,60
60:1,60:1:10,77,4,7,81,60
60:1,60:1:10,77,0,8,78,60
60:1,60:1:10,77,5,7,80,60
60:1,60:1:10,80,6,7,84,60
60:1,60:1:10,81,3,8,79,60
60:2,60:2:0,62,6,7,62,60
60:2,60:2:0,61,3,7,66,60
60:2,60:2:0,62,2,7,65,60
60:2,60:2:0,65,6,8,68,60
60:2,60:2:0,66,5,7,65,60
60:2,60:2:0,65,1,8,67,60
60:2,60:2:0,69,4,8,67,60
60:2,60:2:0,67,2,7,70,60
60:2,60:2:0,71,5,7,70,60
60:2,60:2:0,71,3,8,69,60
60:2,60:2:1,62,1,8,66,60
60:2,60:2:1,62,3,7,63,60
60:2,60:2:1,63,5,7,67,60
60:2,60:2:1,67,2,7,70,60
60:2,60:2:1,68,4,7,69,60
60:2,60:2:1,67,6,8,72,60
60:2,60:2:1,67,0,8,67,60
60:2,60:2:1,68,4,7,73,60
60:2,60:2:1,72,3,8,74,60
60:2,60:2:1,70,0,8,76,60
60:2,60:2:2,64,2,8,64,60
60:2,60:2:2,63,3,8,64,60
60:2,60:2:2,64,1,7,70,60
60:2,60:2:2,66,6,8,69,60
60:2,60:2:2,66,3,7,71,60
60:2,60:2:2,67,1,8,67,60
60:2,60:2:2,69,4,8,68,60
60:2,60:2:2,69,4,8,73,60
60:2,60:2:2,73,1,7,73,60
60:2,60:2:2,73,3,7,76,60
60:2,60:2:3,66,6,8,64,60
60:2,60:2:3,67,3,8,67,60
60:2,60:2:3,66,4,7,68,60
60:2,60:2:3,68,5,8,67,60
60:2,60:2:3,69,3,8,73,60
60:2,60:2:3,69,4,8,70,60
60:2,60:2:3,70,1,7,70,60
60:2,60:2:3,70,4,7,71,60
60:2,60:2:3,73,5,8,75,60
60:2,60:2:3,73,1,7,77,60
60:2,60:2:4,67,5,7,68,60
60:2,60:2:4,67,3,7,70,60
60:2,60:2:4,67,6,7,69,60
60:2,60:2:4,67,5,8,68,60
60:2,60:2:4,69,0,8,74,60
60:2,60:2:4,70,6,8,70,60
60:2,60:2:4,70,0,7,76,60
60:2,60:2:4,73,5,7,72,60
60:2,60:2:4,75,6,7,75,60
60:2,60:2:4,74,1,7,78,60
60:2,60:2:5,67,5,7,65,60
60:2,60:2:5,69,3,7,70,60
60:2,60:2:5,70,2,8,67,60
60:2,60:2:5,71,5,8,70,60
60:2,60:2:5,72,6,7,71,60
60:2,60:2:5,71,5,8,70,60
60:2,60:2:5,71,3,8,74,60
60:2,60:2:5,74,6,7,77,60
60:2,60:2:5,73,6,7,73,60
60:2,60:2:5,75,1,7,76,60
60:2,60:2:6,69,4,7,67,60
60:2,60:2:6,70,1,8,68,60
60:2,60:2:6,70,5,7,68,60
60:2,60:2:6,69,0,8,73,60
60:2,60:2:6,71,0,7,74,60
60:2,60:2:6,73,3,8,72,60
60:2,60:2:6,75,2,7,72,60
60:2,60:2:6,76,6,8,77,60
60:2,60:2:6,74,0,8,77,60
60:2,60:2:6,77,5,7,78,60
60:2,60:2:7,68,1,8,73,60
60:2,60:2:7,68,0,7,70,60
60:2,60:2:7,70,5,7,71,60
60:2,60:2:7,73,4,8,71,60
60:2,60:2:7,71,4,7,72,60
60:2,60:2:7,74,6,7,73,60
60:2,60:2:7,76,2,7,74,60
60:2,60:2:7,75,5,7,76,60
60:2,60:2:7,78,5,8,78,60
60:2,60:2:7,77,1,7,80,60
60:2,60:2:8,70,3,8,70,60
60:2,60:2:8,69,5,7,72,60
60:2,60:2:8,70,4,7,75,60
60:2,60:2:8,74,0,8,77,60
60:2,60:2:8,72,6,7,75,60
60:2,60:2:8,75,4,8,73,60
60:2,60:2:8,74,0,8,74,60
60:2,60:2:8,77,1,8,78,60
60:2,60:2:8,79,4,8,82,60
60:2,60:2:8,77,2,8,77,60
60:3,60:3:0,60,4,7,62,60
60:3,60:3:0,62,4,7,67,60
60:3,60:3:0,64,4,7,65,60
60:3,60:3:0,63,6,7,64,60
60:3,60:3:0,67,1,7,65,60
60:3,60:3:0,65,1,7,67,60
60:3,60:3:0,66,4,8,67,60
60:3,60:3:0,69,1,7,72,60
60:3,60:3:0,70,1,8,71,60
60:3,60:3:0,71,3,8,75,60
60:3,60:3:1,61,6,8,62,60
60:3,60:3:1,62,1,8,64,60
60:3,60:3:1,63,5,7,64,60
60:3,60:3:1,66,2,7,66,60
60:3,60:3:1,65,2,8,65,60
60:3,60:3:1,66,4,8,68,60
60:3,60:3:1,70,0,7,71,60
60:3,60:3:1,69,3,7,69,60
60:3,60:3:1,72,3,7,73,60
60:3,60:3:1,72,4,7,75,60
60:3,60:3:2,64,6,8,63,60
60:3,60:3:2,64,2,7,64,60
60:3,60:3:2,66,4,7,67,60
60:3,60:3:2,67,1,8,67,60
60:3,60:3:2,67,0,8,67,60
60:3,60:3:2,67,6,8,72,60
60:3,60:3:2,69,4,7,69,60
60:3,60:3:2,70,3,8,74,60
60:3,60:3:2,73,6,8,74,60
60:3,60:3:2,73,3,8,71,60
60:3,60:3:3,63,0,8,66,60
60:3,60:3:3,66,3,7,64,60
60:3,60:3:3,66,0,7,67,60
60:3,60:3:3,66,2,7,72,60
60:3,60:3:3,69,4,7,68,60
60:3,60:3:3,68,2,8,69,60
60:3,60:3:3,72,2,8,71,60
60:3,60:3:3,71,5,8,75,60
60:3,60:3:3,73,2,7,72,60
60:3,60:3:3,75,2,8,72,60
60:3,60:3:4,65,3,7,68,60
60:3,60:3:4,68,2,8,71,60
60:3,60:3:4,68,6,8,68,60
60:3,60:3:4,68,2,8,68,60
60:3,60:3:4,68,3,7,68,60
60:3,60:3:4,70,2,7,69,60
60:3,60:3:4,73,5,7,76,60
60:3,60:3:4,71,0,7,73,60
60:3,60:3:4,72,1,7,74,60
60:3,60:3:4,76,3,7,77,60
60:3,60:3:5,68,3,8,68,60
60:3,60:3:5,66,0,7,70,60
60:3,60:3:5,69,6,8,72,60
60:3,60:3:5,68,4,8,73,60
60:3,60:3:5,69,4,7,70,60
60:3,60:3:5,73,4,8,73,60
60:3,60:3:5,71,5,8,71,60
60:3,60:3:5,72,0,7,73,60
60:3,60:3:5,76,2,7,74,60
60:3,60:3:5,74,0,8,79,60
60:3,60:3:6,68,5,7,68,60
60:3,60:3:6,69,2,7,71,60
60:3,60:3:6,70,3,7,71,60
60:3,60:3:6,70,0,8,75,60
60:3,60:3:6,70,6,7,74,60
60:3,60:3:6,71,0,7,76,60
60:3,60:3:6,72,4,8,78,60
60:3,60:3:6,76,0,7,74,60
60:3,60:3:6,74,2,8,77,60
60:3,60:3:6,77,1,8,76,60
60:3,60:3:7,69,0,7,73,60
60:3,60:3:7,71,1,7,74,60
60:3,60:3:7,70,0,7,71,60
60:3,60:3:7,72,6,7,76,60
60:3,60:3:7,71,5,8,71,60
60:3,60:3:7,72,1,7,77,60
60:3,60:3:7,76,5,7,78,60
60:3,60:3:7,74,2,7,79,60
60:3,60:3:7,78,0,7,81,60
60:3,60:3:7,79,6,8,82,60
60:4,60:4:0,61,1,7,66,60
60:4,60:4:0,63,5,8,64,60
60:4,60:4:0,64,1,8,63,60
60:4,60:4:0,63,0,8,63,60
60:4,60:4:0,64,4,8,65,60
60:4,60:4:0,65,1,7,69,60
60:4,60:4:0,69,1,7,69,60
60:4,60:4:0,67,6,8,72,60
60:4,60:4:0,69,0,8,68,60
60:4,60:4:0,70,1,7,70,60
60:4,60:4:1,64,6,7,67,60
60:4,60:4:1,62,4,7,64,60
60:4,60:4:1,66,3,7,64,60
60:4,60:4:1,65,0,8,68,60
60:4,60:4:1,68,2,7,70,60
60:4,60:4:1,68,3,8,72,60
60:4,60:4:1,68,5,7,68,60
60:4,60:4:1,70,3,8,73,60
60:4,60:4:1,70,1,7,72,60
60:4,60:4:1,73,1,8,74,60
60:4,60:4:2,62,2,8,62,60
60:4,60:4:2,63,0,8,63,60
60:4,60:4:2,65,0,8,66,60
60:4,60:4:2,68,0,7,70,60
60:4,60:4:2,69,1,7,70,60
60:4,60:4:2,69,1,8,70,60
60:4,60:4:2,68,4,7,71,60
60:4,60:4:2,69,6,8,71,60
60:4,60:4:2,70,0,8,70,60
60:4,60:4:2,73,5,8,71,60
60:4,60:4:3,65,0,7,68,60
60:4,60:4:3,65,4,8,68,60
60:4,60:4:3,66,6,8,70,60
60:4,60:4:3,67,6,7,66,60
60:4,60:4:3,67,1,8,68,60
60:4,60:4:3,71,4,7,74,60
60:4,60:4:3,72,6,8,73,60
60:4,60:4:3,72,5,7,75,60
60:4,60:4:3,71,3,7,71,60
60:4,60:4:3,73,4,7,77,60
60:4,60:4:4,66,1,7,68,60
60:4,60:4:4,67,4,7,69,60
60:4,60:4:4,68,4,7,72,60
60:4,60:4:4,67,4,7,72,60
60:4,60:4:4,70,2,8,70,60
60:4,60:4:4,70,0,8,71,60
60:4,60:4:4,73,6,8,70,60
60:4,60:4:4,73,5,8,73,60
60:4,60:4:4,73,3,8,76,60
60:4,60:4:4,73,3,7,79,60
60:4,60:4:5,65,6,8,71,60
60:4,60:4:5,69,2,8,67,60
60:4,60:4:5,69,5,7,71,60
60:4,60:4:5,71,6,8,68,60
60:4,60:4:5,71,5,7,71,60
60:4,60:4:5,70,1,8,70,60
60:4,60:4:5,73,0,7,72,60
60:4,60:4:5,75,6,8,75,60
60:4,60:4:5,76,5,7,78,60
60:4,60:4:5,74,0,7,77,60
60:4,60:4:6,67,3,7,66,60
60:4,60:4:6,69,0,7,73,60
60:4,60:4:6,70,4,8,72,60
60:4,60:4:6,69,4,8,69,60
60:4,60:4:6,72,0,7,73,60
60:4,60:4:6,73,3,7,71,60
60:4,60:4:6,75,1,8,78,60
60:4,60:4:6,74,4,7,76,60
60:4,60:4:6,77,6,8,79,60
60:4,60:4:6,76,6,7,76,60
60:5,60:5:0,62,1,8,60,60
60:5,60:5:0,62,4,7,67,60
60:5,60:5:0,63,2,7,63,60
60:5,60:5:0,66,6,7,66,60
60:5,60:5:0,65,3,7,68,60
60:5,60:5:0,68,4,8,66,60
60:5,60:5:0,67,3,8,70,60
60:5,60:5:0,67,1,8,72,60
60:5,60:5:0,69,3,7,72,60
60:5,60:5:0,71,0,7,74,60
60:5,60:5:1,64,1,8,64,60
60:5,60:5:1,63,5,8,68,60
60:5,60:5:1,63,1,7,64,60
60:5,60:5:1,64,1,8,66,60
60:5,60:5:1,67,4,8,67,60
60:5,60:5:1,67,6,8,67,60
60:5,60:5:1,68,2,8,73,60
60:5,60:5:1,71,5,7,73,60
60:5,60:5:1,72,1,7,74,60
60:5,60:5:1,73,3,7,73,60
60:5,60:5:2,62,3,7,63,60
60:5,60:5:2,65,0,8,66,60
60:5,60:5:2,67,2,7,66,60
60:5,60:5:2,67,1,7,69,60
60:5,60:5:2,66,2,7,69,60
60:5,60:5:2,70,0,7,72,60
60:5,60:5:2,70,2,8,71,60
60:5,60:5:2,72,2,8,72,60
60:5,60:5:2,73,1,7,74,60
60:5,60:5:2,72,0,7,75,60
60:5,60:5:3,63,1,8,69,60
60:5,60:5:3,64,6,8,64,60
60:5,60:5:3,66,4,8,67,60
60:5,60:5:3,69,6,7,72,60
60:5,60:5:3,69,1,8,69,60
60:5,60:5:3,68,3,8,73,60
60:5,60:5:3,69,0,8,74,60
60:5,60:5:3,70,3,8,76,60
60:5,60:5:3,72,3,8,74,60
60:5,60:5:3,74,1,8,75,60
60:5,60:5:4,64,0,8,69,60
60:5,60:5:4,66,5,7,68,60
60:5,60:5:4,67,5,7,68,60
60:5,60:5:4,69,3,7,69,60
60:5,60:5:4,70,0,8,72,60
60:5,60:5:4,71,2,8,70,60
60:5,60:5:4,71,4,8,73,60
60:5,60:5:4,72,1,8,77,60
60:5,60:5:4,74,0,7,73,60
60:5,60:5:4,73,3,7,78,60
60:5,60:5:5,66,4,8,66,60
60:5,60:5:5,66,0,7,69,60
60:5,60:5:5,67,1,8,73,60
60:5,60:5:5,70,6,7,70,60
60:5,60:5:5,71,0,7,72,60
60:5,60:5:5,71,3,7,72,60
60:5,60:5:5,73,6,7,72,60
60:5,60:5:5,75,6,8,78,60
60:5,60:5:5,75,5,7,75,60
60:5,60:5:5,75,0,7,78,60
60:5,60:5:6,68,5,7,67,60
60:5,60:5:6,69,1,7,73,60
60:5,60:5:6,69,2,7,68,60
60:5,60:5:6,69,0,7,75,60
60:5,60:5:6,71,0,8,72,60
60:5,60:5:6,71,5,8,73,60
60:5,60:5:6,74,2,7,72,60
60:5,60:5:6,76,5,7,79,60
60:5,60:5:6,77,6,7,75,60
60:5,60:5:6,78,0,7,78,60
60:5,60:5:7,68,3,7,68,60
60:5,60:5:7,68,1,8,68,60
60:5,60:5:7,71,3,7,69,60
60:5,60:5:7,73,4,8,70,60
60:5,60:5:7,73,3,7,73,60
60:5,60:5:7,72,6,8,74,60
60:5,60:5:7,74,0,7,74,60
60:5,60:5:7,74,2,8,77,60
60:5,60:5:7,75,1,8,78,60
60:5,60:5:7,79,5,8,77,60
60:5,60:5:8,71,6,8,69,60
60:5,60:5:8,71,2,7,72,60
60:5,60:5:8,72,6,7,74,60
60:5,60:5:8,73,5,8,72,60
60:5,60:5:8,72,2,7,72,60
60:5,60:5:8,74,3,8,79,60
60:5,60:5:8,77,6,7,75,60
60:5,60:5:8,76,5,7,81,60
60:5,60:5:8,79,4,7,76,60
60:5,60:5:8,77,1,7,79,60
60:6,60:6:0,63,2,7,65,60
60:6,60:6:0,64,5,7,64,60
60:6,60:6:0,64,5,7,67,60
60:6,60:6:0,63,6,8,68,60
60:6,60:6:0,64,4,8,68,60
60:6,60:6:0,67,0,7,70,60
60:6,60:6:0,67,6,8,68,60
60:6,60:6:0,67,5,7,72,60
60:6,60:6:0,69,1,8,70,60
60:6,60:6:0,72,6,7,74,60
60:6,60:6:1,63,3,7,66,60
60:6,60:6:1,62,5,8,68,60
60:6,60:6:1,65,3,7,63,60
60:6,60:6:1,66,5,8,67,60
60:6,60:6:1,65,1,7,65,60
60:6,60:6:1,68,0,8,66,60
60:6,60:6:1,70,1,7,68,60
60:6,60:6:1,69,4,8,68,60
60:6,60:6:1,70,1,8,70,60
60:6,60:6:1,70,5,7,74,60
60:6,60:6:2,62,5,7,68,60
60:6,60:6:2,64,2,8,69,60
60:6,60:6:2,64,2,8,68,60
60:6,60:6:2,66,1,7,69,60
60:6,60:6:2,68,1,8,68,60
60:6,60:6:2,69,0,7,70,60
60:6,60:6:2,68,2,8,73,60
60:6,60:6:2,69,2,7,70,60
60:6,60:6:2,72,3,8,74,60
60:6,60:6:2,74,6,7,74,60
60:6,60:6:3,66,3,8,66,60
60:6,60:6:3,65,4,8,69,60
60:6,60:6:3,68,5,7,71,60
60:6,60:6:3,69,5,8,69,60
60:6,60:6:3,70,2,7,69,60
60:6,60:6:3,68,4,8,72,60
60:6,60:6:3,69,2,7,72,60
60:6,60:6:3,70,5,8,76,60
60:6,60:6:3,71,3,7,74,60
60:6,60:6:3,75,6,8,77,60
60:6,60:6:4,64,2,7,64,60
60:6,60:6:4,68,0,7,70,60
60:6,60:6:4,66,2,7,68,60
60:6,60:6:4,69,6,8,71,60
60:6,60:6:4,71,6,7,68,60
60:6,60:6:4,71,4,7,73,60
60:6,60:6:4,72,6,8,74,60
60:6,60:6:4,73,1,8,71,60
60:6,60:6:4,72,6,8,72,60
60:6,60:6:4,75,5,7,75,60
60:6,60:6:5,66,4,8,69,60
60:6,60:6:5,69,6,8,66,60
60:6,60:6:5,70,2,8,71,60
60:6,60:6:5,70,1,8,69,60
60:6,60:6:5,69,0,8,71,60
60:6,60:6:5,72,6,8,75,60
60:6,60:6:5,71,6,8,74,60
60:6,60:6:5,72,6,8,78,60
60:6,60:6:5,76,0,8,75,60
60:6,60:6:5,74,0,7,76,60
60:6,60:6:6,67,5,7,70,60
60:6,60:6:6,68,2,8,68,60
60:6,60:6:6,70,3,8,71,60
60:6,60:6:6,69,3,8,73,60
60:6,60:6:6,71,1,7,76,60
60:6,60:6:6,74,3,7,77,60
60:6,60:6:6,74,2,8,76,60
60:6,60:6:6,75,4,8,79,60
60:6,60:6:6,76,4,8,74,60
60:6,60:6:6,75,5,7,76,60
60:6,60:6:7,68,3,8,67,60
60:6,60:6:7,70,6,8,68,60
60:6,60:6:7,70,5,7,75,60
60:6,60:6:7,73,0,8,73,60
60:6,60:6:7,74,0,7,72,60
60:6,60:6:7,73,2,7,78,60
60:6,60:6:7,75,2,8,75,60
60:6,60:6:7,76,3,8,76,60
60:6,60:6:7,75,1,8,76,60
60:6,60:6:7,78,4,7,78,60
60:6,60:6:8,70,5,8,69,60
60:6,60:6:8,70,1,7,72,60
60:6,60:6:8,71,1,8,76,60
60:6,60:6:8,72,6,8,73,60
60:6,60:6:8,73,4,7,74,60
60:6,60:6:8,74,5,7,75,60
60:6,60:6:8,75,3,7,75,60
60:6,60:6:8,75,6,8,81,60
60:6,60:6:8,78,4,8,80,60
60:6,60:6:8,78,0,7,77,60
60:6,60:6:9,71,2,8,75,60
60:6,60:6:9,72,4,8,73,60
60:6,60:6:9,72,4,7,77,60
60:6,60:6:9,73,3,7,74,60
60:6,60:6:9,73,1,8,73,60
60:6,60:6:9,76,5,8,75,60
60:6,60:6:9,77,2,8,81,60
60:6,60:6:9,78,0,7,79,60
60:6,60:6:9,77,5,8,80,60
60:6,60:6:9,78,5,8,78,60
60:7,60:7:0,60,2,7,60,60
60:7,60:7:0,62,3,7,66,60
60:7,60:7:0,65,4,8,62,60
60:7,60:7:0,66,3,8,69,60
60:7,60:7:0,66,3,8,66,60
60:7,60:7:0,68,6,8,65,60
60:7,60:7:0,68,4,8,69,60
60:7,60:7:0,69,5,7,73,60
60:7,60:7:0,70,2,7,74,60
60:7,60:7:0,72,6,8,73,60
60:7,60:7:1,62,0,8,66,60
60:7,60:7:1,65,6,8,66,60
60:7,60:7:1,66,2,7,67,60
60:7,60:7:1,64,5,8,64,60
60:7,60:7:1,66,3,7,70,60
60:7,60:7:1,68,6,7,72,60
60:7,60:7:1,68,2,7,68,60
60:7,60:7:1,68,2,8,71,60
60:7,60:7:1,69,1,8,71,60
60:7,60:7:1,70,5,7,75,60
60:7,60:7:2,64,4,8,63,60
60:7,60:7:2,66,2,7,68,60
60:7,60:7:2,65,6,8,69,60
60:7,60:7:2,68,0,7,69,60
60:7,60:7:2,68,4,8,68,60
60:7,60:7:2,70,6,7,72,60
60:7,60:7:2,69,3,7,68,60
60:7,60:7:2,71,2,8,73,60
60:7,60:7:2,70,0,8,71,60
60:7,60:7:2,74,5,7,75,60
60:7,60:7:3,66,2,8,67,60
60:7,60:7:3,67,2,8,69,60
60:7,60:7:3,66,2,8,70,60
60:7,60:7:3,67,5,8,69,60
60:7,60:7:3,70,1,7,68,60
60:7,60:7:3,68,5,8,73,60
60:7,60:7:3,71,4,7,69,60
60:7,60:7:3,72,6,8,76,60
60:7,60:7:3,71,2,8,75,60
60:7,60:7:3,74,0,8,77,60
60:7,60:7:4,66,6,8,64,60
60:7,60:7:4,65,6,7,66,60
60:7,60:7:4,68,3,8,69,60
60:7,60:7:4,67,6,8,71,60
60:7,60:7:4,70,3,8,74,60
60:7,60:7:4,72,6,7,72,60
60:7,60:7:4,72,4,8,71,60
60:7,60:7:4,72,5,8,74,60
60:7,60:7:4,73,5,7,75,60
60:7,60:7:4,73,5,8,76,60
60:7,60:7:5,68,3,8,66,60
60:7,60:7:5,69,5,7,70,60
60:7,60:7:5,68,0,8,69,60
60:7,60:7:5,68,2,7,70,60
60:7,60:7:5,70,5,8,74,60
60:7,60:7:5,72,5,8,72,60
60:7,60:7:5,71,5,7,71,60
60:7,60:7:5,73,0,8,78,60
60:7,60:7:5,75,2,8,77,60
60:7,60:7:5,77,3,7,75,60
60:7,60:7:6,69,0,8,72,60
60:7,60:7:6,69,2,7,68,60
60:7,60:7:6,70,5,8,70,60
60:7,60:7:6,71,1,7,74,60
60:7,60:7:6,71,3,8,72,60
60:7,60:7:6,73,6,7,75,60
60:7,60:7:6,72,4,8,74,60
60:7,60:7:6,75,6,8,78,60
60:7,60:7:6,75,3,7,78,60
60:7,60:7:6,78,4,8,77,60
60:7,60:7:7,70,5,7,67,60
60:7,60:7:7,70,2,7,71,60
60:7,60:7:7,70,3,7,71,60
60:7,60:7:7,73,4,8,73,60
60:7,60:7:7,74,3,7,76,60
60:7,60:7:7,73,5,8,77,60
60:7,60:7:7,73,6,7,78,60
60:7,60:7:7,74,2,7,80,60
60:7,60:7:7,75,4,7,81,60
60:7,60:7:7,79,5,7,79,60
60:7,60:7:8,69,6,8,68,60
60:7,60:7:8,69,4,7,75,60
60:7,60:7:8,73,3,8,76,60
60:7,60:7:8,71,6,7,74,60
60:7,60:7:8,74,3,7,78,60
60:7,60:7:8,76,0,8,76,60
60:7,60:7:8,75,6,7,74,60
60:7,60:7:8,75,2,7,81,60
60:7,60:7:8,76,2,8,82,60
60:7,60:7:8,79,4,7,77,60
60:7,60:7:9,70,1,7,73,60
60:7,60:7:9,73,3,7,73,60
60:7,60:7:9,72,4,8,71,60
60:7,60:7:9,74,5,8,77,60
60:7,60:7:9,76,1,7,73,60
60:7,60:7:9,74,1,7,79,60
60:7,60:7:9,75,6,7,81,60
60:7,60:7:9,76,4,7,76,60
60:7,60:7:9,79,6,8,78,60
60:7,60:7:9,81,4,8,81,60
60:8,60:8:0,61,3,7,60,60
60:8,60:8:0,61,3,8,66,60
60:8,60:8:0,64,6,8,65,60
60:8,60:8:0,64,3,8,67,60
60:8,60:8:0,65,1,8,69,60
60:8,60:8:0,67,3,8,66,60
60:8,60:8:0,66,6,7,67,60
60:8,60:8:0,68,0,7,72,60
60:8,60:8:0,71,6,7,73,60
60:8,60:8:0,72,4,7,73,60
60:8,60:8:1,62,5,8,63,60
60:8,60:8:1,65,6,7,62,60
60:8,60:8:1,64,6,8,64,60
60:8,60:8:1,64,1,7,70,60
60:8,60:8:1,66,5,8,69,60
60:8,60:8:1,67,6,8,66,60
60:8,60:8:1,67,3,8,67,60
60:8,60:8:1,70,1,7,69,60
60:8,60:8:1,71,5,8,69,60
60:8,60:8:1,72,4,8,71,60
60:8,60:8:2,62,3,7,65,60
60:8,60:8:2,63,3,7,69,60
60:8,60:8:2,66,0,7,68,60
60:8,60:8:2,67,1,7,65,60
60:8,60:8:2,68,2,7,67,60
60:8,60:8:2,69,2,8,70,60
60:8,60:8:2,69,1,7,71,60
60:8,60:8:2,69,4,7,73,60
60:8,60:8:2,72,1,7,76,60
60:8,60:8:2,71,6,8,77,60
60:8,60:8:3,63,3,7,64,60
60:8,60:8:3,66,3,8,66,60
60:8,60:8:3,67,3,8,65,60
60:8,60:8:3,68,4,8,68,60
60:8,60:8:3,68,6,8,71,60
60:8,60:8:3,70,3,8,70,60
60:8,60:8:3,69,0,7,73,60
60:8,60:8:3,70,3,7,76,60
60:8,60:8:3,73,4,8,72,60
60:8,60:8:3,74,1,7,74,60
60:8,60:8:4,65,4,7,66,60
60:8,60:8:4,68,3,7,70,60
60:8,60:8:4,66,1,7,71,60
60:8,60:8:4,67,6,7,71,60
60:8,60:8:4,69,4,8,69,60
60:8,60:8:4,71,1,7,73,60
60:8,60:8:4,73,4,8,72,60
60:8,60:8:4,72,6,7,71,60
60:8,60:8:4,75,0,7,75,60
60:8,60:8:4,73,3,8,78,60
60:8,60:8:5,68,6,7,65,60
60:8,60:8:5,67,3,7,69,60
60:8,60:8:5,67,0,8,71,60
60:8,60:8:5,68,1,8,69,60
60:8,60:8:5,72,2,7,72,60
60:8,60:8:5,73,4,8,76,60
60:8,60:8:5,71,6,8,72,60
60:8,60:8:5,73,0,7,77,60
60:8,60:8:5,74,4,8,74,60
60:8,60:8:5,77,0,8,74,60
60:8,60:8:6,69,2,8,66,60
60:8,60:8:6,68,3,7,72,60
60:8,60:8:6,68,3,8,70,60
60:8,60:8:6,70,6,7,69,60
60:8,60:8:6,70,0,8,71,60
60:8,60:8:6,74,0,8,76,60
60:8,60:8:6,74,2,7,74,60
60:8,60:8:6,76,2,8,75,60
60:8,60:8:6,74,0,8,75,60
60:8,60:8:6,76,2,8,81,60
60:8,60:8:7,68,5,8,70,60
60:8,60:8:7,68,0,7,68,60
60:8,60:8:7,71,6,8,70,60
60:8,60:8:7,71,5,7,71,60
60:8,60:8:7,74,1,7,75,60
60:8,60:8:7,75,1,7,72,60
60:8,60:8:7,75,2,8,76,60
60:8,60:8:7,74,4,8,76,60
60:8,60:8:7,78,4,8,76,60
